Feature,Average_Importance
Velocity_LeftTouchPosX_std,0.0003659902209783364
RightTouch_OrientationVelocityX_std,0.0003638040293492846
LeftTouch_OrientationVelocityX_max,0.00036058154746869837
LeftTouch_Velocity_50%,0.00035939249318373386
Head_OrientationVelocityZ_std,0.0003505460939334637
Head_Velocity_mean,0.0003497002881206422
LeftTouch_OrientationVelocityX_min,0.00034819104405799594
Velocity_HeadPosY_25%,0.0003480525575902773
HeadPosY_75%,0.0003455534823040067
Head_OrientationVelocityX_75%,0.0003447256828847285
Head_OrientationAccelX_min,0.00034109855027429674
RightTouch_OrientationAccelY_50%,0.00032627033949142524
Accel_HeadPosZ_std,0.00031730513652767804
Head_OrientationVelocityY_min,0.00031670759986149766
RightTouch_OrientationVelocityY_min,0.0003154097966541706
LeftTouchPosY_std,0.00031408449001526985
RightTouch_OrientationVelocityX_mean,0.0003111875126005026
Accel_HeadPosZ_max,0.00031055035340074247
Accel_HeadPosX_25%,0.0003098129641079956
LeftTouchOrientationZ_std,0.00030536364922993724
Head_OrientationVelocityX_std,0.0003007123672165228
Velocity_LeftTouchPosZ_max,0.0003002749995978234
RightTouchPosY_std,0.00029911332161537544
Velocity_LeftTouchPosY_min,0.00029880409457176384
HeadPosY_25%,0.00029697015438630487
RightTouch_OrientationAccelZ_std,0.0002952587763197007
RightTouch_OrientationAccelY_min,0.0002944828652423263
Head_OrientationVelocityX_max,0.0002937183815077224
distance_LeftTouch_to_RightTouch_50%,0.0002924202587268033
HeadPosY_min,0.0002902180381516265
Accel_LeftTouchPosY_50%,0.0002901694372302319
Velocity_HeadPosY_min,0.0002885812814660032
Accel_LeftTouchPosZ_25%,0.00028581059360550373
distance_LeftTouch_to_RightTouch_std,0.0002853125738951484
Velocity_LeftTouchPosX_max,0.00028196267013659234
RightTouch_Velocity_50%,0.00028073368580665086
Accel_LeftTouchPosY_min,0.0002774753185477388
Velocity_LeftTouchPosZ_25%,0.0002770038197703982
Velocity_HeadPosX_25%,0.00027347765567864294
Head_OrientationAccelZ_min,0.00027338463195181997
Velocity_LeftTouchPosZ_min,0.0002731619530601891
Accel_HeadPosY_50%,0.0002729805931768759
RightTouch_OrientationAccelZ_max,0.0002728393198275597
Velocity_HeadPosY_75%,0.0002717446397432283
Velocity_LeftTouchPosY_mean,0.0002711283881515324
Accel_RightTouchPosY_mean,0.0002711195051805471
LeftTouch_OrientationAccelY_min,0.0002654205495056735
Accel_LeftTouchPosZ_min,0.0002648546079068125
LeftTouch_OrientationAccelZ_std,0.0002647884145480221
Accel_LeftTouchPosY_max,0.00026315015585296327
Head_OrientationVelocityZ_75%,0.0002603108696795062
Accel_LeftTouchPosX_min,0.0002583171824486912
HeadPosX_std,0.00025788765322119577
Velocity_RightTouchPosZ_min,0.0002559570315304635
LeftTouch_OrientationVelocityX_25%,0.00025431050064316006
Velocity_RightTouchPosZ_75%,0.00025258739314979394
Velocity_HeadPosZ_max,0.000252525130565519
Velocity_RightTouchPosZ_50%,0.0002519599279590803
Velocity_LeftTouchPosX_50%,0.0002504204913933539
Velocity_HeadPosX_75%,0.00024812513409059667
LeftTouch_OrientationAccelZ_min,0.0002478480878972916
LeftTouch_OrientationVelocityY_std,0.00024546498495550776
HeadOrientationX_std,0.00024539016701201815
LeftTouchPosX_std,0.0002453794366948898
Accel_RightTouchPosZ_mean,0.0002438956146699952
HeadPosZ_std,0.00024295116058535427
Accel_LeftTouchPosX_25%,0.00024293970058525917
Velocity_LeftTouchPosZ_std,0.0002426690309790437
Velocity_RightTouchPosY_25%,0.00024244263555829002
Accel_RightTouchPosX_min,0.0002422349909772771
LeftTouch_OrientationAccelY_std,0.00024045391206106985
RightTouch_OrientationAccelZ_50%,0.0002389795853874621
Accel_RightTouchPosX_max,0.00023506498818523982
RightTouchPosZ_std,0.00023405127759000514
LeftTouch_OrientationAccelX_min,0.0002293884836751323
Velocity_RightTouchPosY_50%,0.0002288550493590859
Head_OrientationAccelY_50%,0.00022818158926498982
Head_OrientationVelocityX_25%,0.00022806579077272286
LeftTouch_OrientationVelocityY_mean,0.00022592228154970785
LeftTouch_OrientationVelocityZ_75%,0.0002252042881334039
Accel_LeftTouchPosZ_max,0.0002244988405966095
Velocity_HeadPosX_max,0.00022343458692612695
LeftTouch_OrientationVelocityX_std,0.0002213584138948072
Velocity_RightTouchPosX_mean,0.00022092706092784997
LeftTouch_OrientationVelocityY_50%,0.0002184816138193229
RightTouch_OrientationVelocityX_50%,0.000216262847904392
LeftTouch_Velocity_max,0.00021413867984621958
LeftTouch_OrientationVelocityZ_max,0.00021292997960819387
Velocity_RightTouchPosY_mean,0.00021256962856109168
Velocity_RightTouchPosX_max,0.00021041331791740565
distance_LeftTouch_to_Head_std,0.0002072972694518261
LeftTouch_OrientationVelocityX_mean,0.00020513319463474032
Velocity_LeftTouchPosY_75%,0.00020326854821708714
Head_OrientationVelocityZ_50%,0.00020082408334978148
Head_Velocity_min,0.0001987449767424544
Head_OrientationVelocityY_50%,0.00019729864002177488
LeftTouch_OrientationVelocityY_max,0.00019429915973265545
LeftTouch_OrientationVelocityZ_50%,0.00019192340937001137
Accel_RightTouchPosZ_std,0.0001906337988775382
RightTouch_OrientationVelocityZ_max,0.0001904292850923686
LeftTouch_OrientationAccelZ_max,0.00018936879145612246
LeftTouchOrientationX_std,0.00018837064847995616
Head_OrientationAccelX_50%,0.0001882516860857527
Velocity_LeftTouchPosX_mean,0.00018742846594106482
Head_OrientationAccelY_mean,0.00018678084783462537
Head_OrientationVelocityY_25%,0.00018659879454710316
HeadPosY_max,0.0001854598870271046
Velocity_HeadPosX_std,0.0001835093134968941
RightTouch_OrientationAccelZ_mean,0.00018063656590691033
Velocity_LeftTouchPosZ_mean,0.00017968162759314052
Accel_HeadPosZ_mean,0.00017439634662297796
Accel_HeadPosY_mean,0.00017395672660055304
Accel_LeftTouchPosX_mean,0.00017357549737480858
LeftTouch_Velocity_75%,0.00017345276503631034
Velocity_HeadPosY_50%,0.00017280775301257544
Accel_HeadPosX_50%,0.0001709198063129313
Velocity_LeftTouchPosY_max,0.0001693360970012186
HeadPosY_mean,0.00016760832342783388
Velocity_RightTouchPosX_50%,0.00016723023984745414
Velocity_HeadPosZ_min,0.00016681206330875468
Head_OrientationVelocityZ_mean,0.000166805616700077
Accel_RightTouchPosY_75%,0.00016551438819289115
angle_LeftTouch_to_RightTouch_std,0.00016413421834846114
Accel_RightTouchPosX_std,0.00016125959904222977
Velocity_HeadPosY_max,0.00015940975655453243
Accel_RightTouchPosZ_min,0.00015804998536558552
LeftTouch_OrientationAccelZ_50%,0.00015761371898173222
RightTouch_OrientationVelocityY_mean,0.0001571871632495143
Head_OrientationVelocityZ_min,0.0001569547408732048
